level,session_date,journal_number_open,citation_number_open,h_index_open,journal_number_real,citation_number_real,h_index_real
2,2018-04-06,11,170,9,25,803,13
2,2016-12-02,15,181,7,13,262,10
2,2018-04-06,18,279,9,13,262,10
2,2016-12-02,5,102,6,5,158,8
2,2017-12-05,7,113,6,5,158,8
2,2016-12-02,11,179,10,11,460,12
2,2017-12-05,13,99,5,11,177,6
2,2016-12-02,8,171,7,12,237,8
2,2018-04-06,8,168,8,10,255,10
1,2018-04-06,15,718,12,15,1122,16
2,2017-04-03,12,117,5,10,174,7
2,2018-04-06,14,95,6,10,174,7
2,2016-12-02,11,146,6,15,378,8
1,2016-12-02,13,145,7,13,369,10
1,2018-04-06,36,435,11,44,775,16
1,2016-12-02,19,204,9,18,350,10
1,2017-12-05,21,292,10,18,350,10
1,2018-04-06,6,287,8,7,609,14
2,2016-12-02,2,40,4,2,129,6
1,2018-04-06,6,281,10,12,695,12
2,2016-12-02,6,149,6,10,214,7
2,2018-04-06,13,350,9,10,214,7
2,2018-04-06,7,33,4,7,142,8
1,2018-04-06,15,984,12,9,1935,16
2,2016-12-02,21,112,6,20,229,9
2,2016-12-02,7,124,7,9,237,9
2,2018-04-06,19,722,11,16,1064,11
2,2018-04-06,12,146,8,10,152,8
2,2017-12-05,17,341,10,12,256,8
2,2016-12-02,3,118,7,4,189,7
2,2018-04-06,4,115,7,6,242,10
1,2016-12-02,14,149,7,12,317,9
1,2018-04-06,11,165,8,12,317,9
2,2016-12-02,4,136,7,12,317,9
2,2018-04-06,3,84,6,12,317,9
2,2016-12-02,13,123,7,12,142,8
2,2018-04-06,9,161,7,12,142,8
2,2016-12-02,21,238,9,23,444,12
2,2017-12-05,22,239,8,23,444,12
2,2018-04-06,10,47,5,10,129,7
1,2018-04-06,12,198,9,12,354,11
2,2016-12-02,19,229,8,19,412,11
2,2017-04-03,12,25,4,9,97,6
2,2018-04-06,11,32,4,9,97,6
2,2017-04-03,4,2040,6,5,1753,7
1,2016-12-02,29,499,12,24,767,14
1,2018-04-06,33,488,11,24,767,14
1,2016-12-02,15,306,10,19,655,15
1,2018-04-06,18,424,13,19,655,15
1,2018-04-06,15,403,12,13,683,15
1,2017-12-05,19,162,7,29,463,11
2,2016-12-02,16,72,5,29,463,11
2,2018-04-06,16,158,9,12,212,8
2,2016-12-02,9,66,4,9,256,9
1,2016-12-02,28,5197,15,23,6397,14
2,2018-04-06,9,206,8,9,454,12
1,2016-12-02,21,439,11,24,610,13
1,2016-12-02,10,57,2,9,502,8
2,2016-12-02,24,127,6,20,286,9
2,2016-12-02,12,394,13,5,347,11
2,2018-04-06,4,208,8,3,369,10
1,2017-12-05,31,238,10,26,430,12
1,2016-12-02,22,497,12,22,793,15
1,2017-12-05,24,562,13,22,793,15
2,2017-08-04,5,61,6,6,112,7
2,2016-12-02,21,321,12,21,441,13
2,2018-04-06,10,260,9,10,481,14
1,2017-12-05,19,229,8,20,907,14
2,2017-08-04,8,434,11,10,786,16
2,2016-12-02,6,603,9,6,255,9
2,2018-04-06,7,284,9,6,255,9
2,2017-04-03,9,105,5,8,260,7
1,2017-04-03,27,250,8,32,788,15
1,2018-04-06,16,707,13,14,1256,17
1,2018-04-06,48,438,10,47,787,15
2,2018-04-06,21,301,10,18,342,12
1,2016-12-02,8,80,6,8,142,8
2,2016-12-02,5,57,6,8,142,8
2,2017-12-05,7,67,6,8,142,8
2,2016-12-02,6,38,4,6,115,7
2,2018-04-06,7,113,6,6,115,7
2,2018-04-06,4,76,6,4,74,6
2,2018-04-06,12,300,10,10,448,11
1,2016-12-02,6,107,5,9,486,10
2,2018-04-06,9,125,7,8,197,9
2,2016-12-02,7,456,10,8,382,8
1,2017-08-04,17,97,6,17,182,8
2,2016-12-02,16,739,9,10,493,6
2,2018-04-06,12,1019,10,10,493,6
2,2018-04-06,13,96,6,14,138,7
1,2017-12-05,33,156,7,32,543,13
2,2016-12-02,3,77,5,4,133,7
2,2018-04-06,9,76,5,4,133,7
2,2016-12-02,6,124,8,5,347,12
2,2017-08-04,6,110,6,7,162,8
2,2017-04-03,2,42,5,5,123,6
2,2018-04-06,2,38,4,5,123,6
2,2016-12-02,0,13,2,1,31,2
1,2017-04-03,7,294,10,8,606,14
2,2017-04-03,3,141,6,8,606,14
1,2016-12-02,23,362,11,32,889,17
1,2016-12-02,22,316,9,23,658,13
1,2017-12-05,24,360,9,23,658,13
2,2016-12-02,24,128,7,19,203,9
2,2018-04-06,19,177,8,19,203,9
2,2016-12-02,11,132,6,8,228,8
1,2018-04-06,24,323,10,25,668,14
2,2016-12-02,20,238,8,25,668,14
2,2016-12-02,15,1611,9,10,1101,7
2,2016-12-02,9,2769,14,6,2229,9
2,2016-12-02,23,201,9,19,334,9
2,2016-12-02,14,385,10,13,373,11
1,2018-04-06,27,488,11,41,1143,18
2,2018-04-06,22,486,11,41,1143,18
2,2017-12-05,11,747,11,8,1471,12
2,2016-12-02,38,262,10,38,434,14
2,2016-12-02,10,53,5,9,132,6
2,2018-04-06,7,24,3,6,91,6
1,2017-04-03,15,157,6,13,339,10
2,2017-04-03,7,85,6,13,339,10
2,2016-12-02,5,116,7,5,181,7
1,2018-04-06,37,1062,22,30,1198,22
2,2018-04-06,26,977,22,30,1198,22
2,2017-04-03,6,144,6,0,168,7
2,2017-04-03,8,148,6,0,168,7
2,2018-04-06,9,183,7,0,168,7
2,2016-12-02,12,35,4,13,145,7
2,2018-04-06,17,112,7,13,145,7
1,2017-08-04,37,1125,14,33,1939,18
2,2017-08-04,14,188,8,9,269,8
2,2016-12-02,5,61,5,7,174,7
2,2016-12-02,5,73,5,6,201,7
2,2017-12-05,4,73,5,6,201,7
2,2018-04-06,8,251,9,7,418,10
1,2016-12-02,23,480,14,26,862,17
2,2017-04-03,5,128,6,6,201,7
2,2016-12-02,7,16,3,6,148,8
2,2017-12-05,7,30,4,6,148,8
2,2016-12-02,18,221,7,19,420,9
1,2016-12-02,19,184,7,16,423,10
1,2017-12-05,18,212,7,16,423,10
2,2017-08-04,7,154,7,8,175,7
1,2016-12-02,22,500,11,22,888,14
2,2018-04-06,11,236,9,9,269,9
2,2017-08-04,17,162,9,13,231,8
2,2016-12-02,16,37,4,15,181,9
1,2016-12-02,12,312,9,12,558,10
2,2016-12-02,12,311,9,12,558,10
2,2018-04-06,15,514,13,12,558,10
2,2016-12-02,13,48,5,11,136,6
2,2016-12-02,3,192,7,2,327,8
1,2017-04-03,19,335,10,22,435,11
1,2016-12-02,21,289,9,18,529,15
1,2018-04-06,19,323,9,18,529,15
2,2016-12-02,14,262,9,18,529,15
2,2018-04-06,3,113,8,4,247,10
2,2016-12-02,4,162,6,6,435,11
2,2018-04-06,3,143,7,6,435,11
1,2018-04-06,10,72,4,9,256,9
2,2018-04-06,5,67,4,9,256,9
2,2016-12-02,5,147,8,5,177,10
1,2017-12-05,12,87,5,11,399,11
2,2018-04-06,2,86,5,2,165,6
1,2017-04-03,53,214,9,46,340,11
1,2018-04-06,65,267,10,46,340,11
2,2018-04-06,0,117,8,0,161,9
2,2016-12-02,4,70,5,9,218,8
1,2017-12-05,10,321,10,8,993,17
2,2018-04-06,3,122,4,4,162,6
1,2016-12-02,19,304,8,23,608,11
1,2018-04-06,23,464,10,24,828,13
2,2018-04-06,7,344,7,5,481,8
1,2016-12-02,16,326,9,16,524,12
1,2018-04-06,18,429,12,16,524,12
2,2018-04-06,10,372,11,16,524,12
2,2016-12-02,9,107,6,11,215,7
2,2017-12-05,9,135,7,11,215,7
2,2016-12-02,18,94,6,13,275,10
2,2017-08-04,15,1595,14,5,1646,15
2,2018-04-06,4,116,6,4,196,8
2,2016-12-02,2,43,5,5,171,8
2,2018-04-06,5,48,5,5,171,8
1,2016-12-02,6,224,9,6,211,8
2,2016-12-02,6,224,9,6,211,8
2,2017-04-03,5,51,4,6,104,4
2,2016-12-02,6,107,6,7,272,9
2,2017-08-04,16,185,8,14,456,11
1,2016-12-02,37,1101,14,37,1820,18
1,2017-04-03,12,139,6,11,307,9
1,2018-04-06,12,174,6,11,307,9
2,2016-12-02,11,93,5,11,168,7
2,2018-04-06,12,162,9,11,168,7
1,2016-12-02,17,256,8,14,261,8
1,2018-04-06,25,333,9,14,261,8
2,2016-12-02,14,85,5,12,140,5
2,2018-04-06,17,190,8,12,140,5
2,2016-12-02,11,89,6,8,132,7
2,2018-04-06,12,95,6,8,132,7
2,2016-12-02,6,68,5,5,180,7
1,2016-12-02,28,1011,17,26,1018,16
2,2016-12-02,22,994,17,26,1018,16
1,2017-04-03,17,294,11,19,410,12
2,2017-04-03,8,288,11,19,410,12
2,2016-12-02,4,100,5,3,173,6
1,2017-08-04,24,674,15,23,584,13
2,2016-12-02,2,18,3,3,52,3
1,2016-12-02,20,216,8,17,546,13
2,2017-12-05,5,55,5,4,229,7
1,2016-12-02,39,487,13,34,758,14
2,2018-04-06,8,60,6,5,98,7
1,2016-12-02,20,320,11,16,515,16
2,2016-12-02,17,310,11,16,515,16
2,2018-04-06,21,386,11,16,515,16
1,2017-04-03,12,174,7,9,381,10
2,2016-12-02,17,106,6,15,202,8
2,2018-04-06,13,163,7,15,202,8
1,2016-12-02,17,236,8,16,835,12
2,2017-04-03,11,95,7,10,121,6
2,2016-12-02,9,188,7,7,243,7
2,2016-12-02,7,228,9,6,274,9
2,2018-04-06,8,206,9,6,274,9
2,2016-12-02,6,48,4,5,115,8
2,2017-12-05,6,66,5,5,115,8
1,2016-12-02,17,554,10,15,1076,14
2,2017-12-05,7,71,5,8,231,8
1,2017-12-05,33,343,9,30,682,14
2,2018-04-06,10,252,9,30,682,14
1,2018-04-06,23,292,11,22,663,13
2,2017-04-03,10,389,12,9,688,14
1,2017-12-05,21,88,6,17,318,10
1,2017-04-03,21,1202,12,27,889,12
1,2018-04-06,25,1616,14,27,889,12
2,2016-12-02,11,86,5,14,261,8
2,2016-12-02,2,198,8,1,213,10
2,2017-12-05,3,242,9,1,213,10
1,2016-12-02,7,100,5,12,722,14
2,2016-12-02,3,76,4,3,120,6
1,2016-12-02,19,122,7,20,180,9
1,2017-12-05,23,114,6,23,251,11
2,2018-04-06,7,87,6,8,132,6
1,2016-12-02,45,1266,20,34,883,16
2,2017-04-03,2,240,6,1,155,6
2,2018-04-06,3,266,6,1,155,6
2,2017-12-05,5,35,4,6,101,7
2,2017-08-04,11,232,10,9,344,11
2,2016-12-02,6,221,7,6,319,9
2,2018-04-06,4,11,3,11,113,7
1,2016-12-02,13,324,10,14,486,12
1,2016-12-02,5,23,3,16,496,15
2,2016-12-02,6,74,6,7,138,5
2,2017-12-05,8,127,7,7,138,5
1,2018-04-06,17,209,8,17,322,9
2,2017-12-05,10,183,7,17,322,9
1,2016-12-02,8,256,10,5,237,9
2,2016-12-02,12,164,8,9,290,10
1,2017-12-05,40,454,13,34,863,16
1,2018-04-06,9,318,10,12,488,16
1,2017-08-04,29,921,15,39,2445,22
1,2016-12-02,54,420,12,52,1046,17
1,2016-12-02,7,195,8,8,555,13
1,2016-12-02,18,36,5,18,227,8
2,2016-12-02,15,30,4,18,227,8
2,2016-12-02,9,61,5,10,143,7
2,2018-04-06,11,215,9,10,143,7
1,2018-04-06,11,183,9,10,382,12
1,2016-12-02,15,186,8,16,348,11
1,2016-12-02,14,162,8,12,255,9
1,2018-04-06,18,179,9,12,255,9
1,2016-12-02,42,768,15,45,898,19
2,2017-08-04,9,346,10,9,644,12
1,2017-12-05,25,389,9,37,1024,17
2,2016-12-02,7,156,8,13,367,13
2,2018-04-06,20,199,9,13,367,13
2,2016-12-02,7,215,8,11,234,6
2,2017-12-05,8,360,11,11,234,6
2,2017-08-04,11,170,7,7,350,6
1,2017-04-03,13,229,6,9,361,8
1,2018-04-06,16,307,10,9,361,8
2,2017-04-03,11,179,6,9,361,8
2,2016-12-02,10,121,6,10,213,8
2,2017-12-05,8,78,6,10,213,8
2,2016-12-02,5,130,8,7,219,9
2,2017-12-05,9,195,8,7,219,9
1,2016-12-02,18,690,12,16,1330,17
1,2017-12-05,17,844,13,16,1330,17
2,2017-12-05,11,375,10,16,1330,17
2,2016-12-02,5,52,4,7,107,6
2,2016-12-02,3,132,6,8,197,6
1,2018-04-06,24,272,9,22,512,11
2,2016-12-02,13,165,6,22,512,11
2,2016-12-02,17,79,5,16,191,7
2,2017-08-04,4,42,4,6,126,6
1,2016-12-02,21,959,18,18,1542,20
2,2016-12-02,23,264,9,20,267,8
1,2016-12-02,14,295,9,13,475,12
2,2016-12-02,13,272,9,13,475,12
1,2017-04-03,59,861,13,59,1234,17
2,2018-04-06,6,89,6,6,113,6
2,2016-12-02,7,105,6,7,186,8
1,2017-12-05,6,58,5,9,193,8
1,2017-12-05,17,602,14,21,1025,18
1,2016-12-02,6,155,6,9,375,10
1,2018-04-06,6,192,7,9,375,10
2,2016-12-02,4,146,6,9,375,10
1,2016-12-02,5,146,7,5,429,11
1,2018-04-06,5,178,8,5,429,11
2,2016-12-02,16,69,6,16,124,6
2,2017-04-03,9,66,5,10,114,6
2,2018-04-06,15,122,6,10,114,6
2,2016-12-02,0,0,0,0,0,0
1,2017-04-03,17,178,9,14,349,11
1,2018-04-06,21,210,9,14,349,11
2,2016-12-02,8,29,3,7,153,6
1,2016-12-02,80,728,15,65,1044,19
2,2016-12-02,6,59,5,5,447,5
2,2017-12-05,10,62,5,5,447,5
1,2016-12-02,11,228,9,12,458,11
1,2018-04-06,13,231,9,12,458,11
1,2017-04-03,19,117,7,15,381,12
2,2018-04-06,12,74,5,10,181,8
2,2018-04-06,12,210,8,12,330,10
2,2017-08-04,11,34,4,11,154,7
2,2016-12-02,5,100,6,5,135,6
2,2017-12-05,10,153,8,5,135,6
2,2016-12-02,8,122,6,5,134,7
2,2017-12-05,6,152,7,5,134,7
2,2016-12-02,5,142,6,5,263,8
2,2018-04-06,6,187,8,5,263,8
2,2017-12-05,6,137,8,10,388,12
2,2017-08-04,13,1075,17,10,959,13
2,2017-08-04,9,336,7,15,371,6
1,2018-04-06,17,792,14,19,1341,17
1,2016-12-02,13,132,6,13,458,12
1,2018-04-06,14,170,7,13,458,12
2,2017-12-05,8,95,6,7,291,11
1,2017-08-04,28,825,15,26,1471,20
2,2018-04-06,10,470,13,8,628,15
2,2017-12-05,5,51,5,7,149,7
2,2018-04-06,8,116,7,8,217,10
2,2018-04-06,13,89,6,11,114,6
2,2016-12-02,35,87,6,34,123,7
1,2016-12-02,24,327,9,22,602,12
1,2016-12-02,9,632,13,7,995,16
2,2016-12-02,8,147,8,10,249,9
1,2016-12-02,23,355,11,24,493,12
2,2016-12-02,13,346,11,24,493,12
1,2017-12-05,19,242,8,19,479,12
1,2016-12-02,18,202,9,11,272,9
1,2017-12-05,18,265,10,11,272,9
1,2018-04-06,27,145,8,25,278,9
2,2017-04-03,18,78,6,25,278,9
2,2018-04-06,20,95,7,25,278,9
2,2016-12-02,21,182,8,16,255,9
2,2018-04-06,33,306,9,16,255,9
1,2016-12-02,47,156,7,48,301,10
2,2016-12-02,8,47,4,10,105,7
2,2018-04-06,4,64,5,10,105,7
2,2018-04-06,4,74,6,6,185,9
2,2016-12-02,9,106,6,9,147,7
2,2017-12-05,9,168,7,9,147,7
2,2018-04-06,7,79,6,8,110,8
2,2018-04-06,13,44,4,13,158,8
2,2016-12-02,9,103,6,10,185,8
2,2018-04-06,8,116,6,10,185,8
1,2017-08-04,16,64,5,16,176,9
1,2016-12-02,17,245,9,13,1071,15
2,2016-12-02,6,58,4,6,208,7
1,2016-12-02,18,237,9,21,633,13
1,2018-04-06,18,365,11,21,633,13
2,2016-12-02,14,173,8,21,633,13
2,2018-04-06,6,240,9,8,372,10
1,2016-12-02,34,680,16,29,1017,18
2,2016-12-02,21,188,8,19,420,9
2,2017-12-05,26,325,9,19,420,9
1,2016-12-02,12,367,9,13,2102,20
1,2016-12-02,27,285,10,41,842,18
1,2017-12-05,14,159,8,13,542,13
1,2018-04-06,9,82,6,11,272,10
1,2016-12-02,21,148,8,19,253,10
1,2018-04-06,21,193,8,19,253,10
1,2016-12-02,11,372,10,11,603,12
1,2016-12-02,13,164,9,15,252,11
2,2016-12-02,10,160,9,15,252,11
1,2018-04-06,9,216,6,9,497,9
2,2017-04-03,6,109,6,5,216,8
2,2017-04-03,20,191,8,18,393,10
2,2018-04-06,18,235,8,18,393,10
1,2016-12-02,11,212,7,17,453,10
1,2018-04-06,9,196,8,10,475,11
2,2016-12-02,7,128,5,10,475,11
2,2018-04-06,3,57,5,3,127,7
1,2016-12-02,16,73,5,12,235,9
1,2018-04-06,16,99,5,12,235,9
2,2016-12-02,5,61,3,6,152,6
1,2016-12-02,10,161,7,8,382,10
1,2017-12-05,12,186,7,8,382,10
1,2016-12-02,10,246,8,10,480,10
1,2018-04-06,9,276,8,10,480,10
1,2017-12-05,19,172,8,19,809,16
1,2016-12-02,14,96,7,10,284,9
1,2017-12-05,11,107,7,10,284,9
2,2016-12-02,5,188,6,7,278,7
2,2017-12-05,1,74,5,1,179,7
1,2016-12-02,11,719,14,7,943,16
1,2018-04-06,9,545,15,7,943,16
2,2017-08-04,5,60,5,5,162,7
1,2016-12-02,7,389,10,14,596,15
2,2018-04-06,7,64,5,5,133,7
1,2016-12-02,36,1158,21,27,1258,22
2,2017-08-04,4,223,9,1,277,11
1,2016-12-02,12,126,6,14,385,12
2,2016-12-02,4,93,6,2,135,6
2,2018-04-06,8,87,6,2,135,6
1,2016-12-02,17,178,8,21,327,9
1,2018-04-06,18,212,9,21,327,9
1,2017-04-03,33,385,13,37,880,19
1,2018-04-06,31,495,14,37,880,19
1,2017-08-04,13,98,6,17,404,11
1,2017-04-03,40,191,8,37,317,10
2,2018-04-06,11,141,7,11,246,10
2,2018-04-06,8,261,6,7,161,5
2,2017-08-04,7,45,5,8,128,7
2,2017-08-04,8,65,5,8,145,7
2,2016-12-02,14,191,8,12,224,9
2,2018-04-06,10,104,7,11,137,7
2,2016-12-02,12,63,5,6,92,7
2,2018-04-06,4,88,5,10,209,8
2,2018-04-06,6,30,4,6,351,9
2,2016-12-02,9,117,8,11,304,10
2,2017-04-03,11,126,7,13,342,11
2,2018-04-06,11,150,8,13,342,11
1,2016-12-02,8,137,6,10,554,11
2,2016-12-02,4,58,5,5,127,7
2,2018-04-06,6,92,5,7,159,6
2,2016-12-02,5,66,5,5,85,6
2,2016-12-02,6,54,5,6,131,7
2,2016-12-02,4,54,4,4,149,8
1,2016-12-02,21,107,6,20,315,10
1,2017-12-05,20,82,6,20,315,10
1,2018-04-06,17,641,15,19,940,17
2,2016-12-02,9,82,6,8,139,7
2,2017-12-05,10,116,6,8,139,7
2,2016-12-02,5,77,5,5,125,7
2,2018-04-06,8,135,7,5,125,7
1,2017-12-05,9,280,10,8,426,10
2,2017-12-05,6,186,7,8,426,10
2,2016-12-02,12,131,7,17,396,10
1,2016-12-02,15,94,5,13,321,9
1,2017-12-05,15,121,6,13,321,9
2,2016-12-02,18,113,6,15,235,8
2,2018-04-06,28,194,7,15,235,8
1,2016-12-02,20,63,5,20,245,8
2,2016-12-02,11,25,4,20,245,8
2,2016-12-02,6,312,9,6,449,9
1,2016-12-02,12,70,6,17,439,11
1,2018-04-06,12,94,7,17,439,11
1,2016-12-02,60,1000,15,48,1684,20
2,2017-12-05,3,71,5,3,132,7
2,2018-04-06,36,949,18,33,1304,21
2,2017-12-05,26,146,7,27,209,9
2,2016-12-02,9,109,6,8,211,9
1,2017-08-04,15,249,9,12,300,10
2,2016-12-02,20,221,8,22,810,10
2,2018-04-06,11,1348,5,12,1995,6
2,2016-12-02,5,60,3,5,195,6
2,2018-04-06,7,105,5,5,195,6
2,2016-12-02,19,65,5,17,165,7
2,2018-04-06,18,105,6,17,165,7
2,2018-04-06,5,152,7,5,274,9
1,2016-12-02,10,119,7,14,312,10
1,2018-04-06,9,157,9,14,312,10
2,2016-12-02,4,45,4,3,123,6
2,2016-12-02,3,87,6,3,169,8
2,2017-04-03,13,165,7,13,254,9
2,2018-04-06,15,193,8,13,254,9
1,2018-04-06,12,538,13,11,819,18
2,2017-08-04,7,416,12,11,819,18
2,2018-04-06,5,124,6,9,265,9
1,2017-12-05,8,275,10,8,490,12
2,2017-08-04,18,515,14,19,788,16
2,2018-04-06,3,239,9,4,270,8
1,2018-04-06,15,164,8,11,483,11
2,2017-08-04,6,176,7,6,296,9
1,2017-08-04,12,104,7,10,532,13
1,2018-04-06,24,524,14,27,806,17
1,2016-12-02,14,211,7,14,484,10
1,2016-12-02,28,678,12,22,1175,18
1,2016-12-02,19,299,11,13,503,12
1,2017-08-04,14,142,7,12,691,14
1,2016-12-02,14,236,8,21,585,13
1,2016-12-02,15,210,7,15,551,12
2,2018-04-06,5,22,4,4,170,6
1,2018-04-06,21,151,7,20,363,11
1,2017-04-03,49,707,13,39,1490,24
1,2016-12-02,67,1816,23,52,2476,27
2,2016-12-02,10,103,6,8,209,8
1,2016-12-02,8,82,6,14,389,12
1,2018-04-06,10,148,7,14,389,12
1,2016-12-02,14,170,7,14,518,13
1,2017-12-05,17,183,7,14,518,13
1,2016-12-02,28,144,6,22,263,9
2,2016-12-02,11,104,5,22,263,9
1,2018-04-06,15,312,9,20,784,13
1,2017-04-03,6,491,11,6,986,12
1,2017-04-03,11,397,11,8,816,16
1,2017-12-05,19,600,10,13,1174,15
1,2016-12-02,49,2828,25,33,3585,30
2,2016-12-02,4,123,6,3,179,7
2,2018-04-06,9,162,8,3,179,7
1,2016-12-02,14,213,8,11,582,12
1,2017-08-04,21,448,13,17,1144,17
1,2016-12-02,14,104,6,15,282,10
1,2016-12-02,44,422,14,42,617,16
1,2018-04-06,39,482,15,42,617,16
2,2016-12-02,13,111,7,11,277,10
2,2017-12-05,12,147,7,11,277,10
1,2016-12-02,18,192,8,21,432,12
1,2018-04-06,14,208,9,21,432,12
2,2018-04-06,6,106,6,21,432,12
1,2018-04-06,19,181,7,14,494,13
1,2016-12-02,24,161,6,13,785,15
2,2017-04-03,10,68,6,9,174,8
2,2018-04-06,9,72,6,9,174,8
1,2017-04-03,24,164,8,16,322,10
1,2016-12-02,29,138,6,31,521,12
1,2017-12-05,27,164,6,31,521,12
1,2017-04-03,11,77,6,10,259,10
1,2016-12-02,14,111,7,15,446,12
1,2016-12-02,9,120,6,14,340,9
1,2018-04-06,11,136,7,14,340,9
1,2016-12-02,15,113,7,19,489,12
1,2016-12-02,21,260,10,20,748,16
2,2017-04-03,14,99,5,17,187,8
1,2016-12-02,16,229,9,17,434,12
2,2016-12-02,18,132,6,20,277,9
2,2016-12-02,3,49,4,5,123,5
1,2016-12-02,21,341,12,21,541,12
1,2016-12-02,9,301,10,7,553,12
2,2016-12-02,16,154,4,14,312,6
2,2018-04-06,18,1055,18,21,2176,25
1,2016-12-02,14,322,10,13,689,14
1,2018-04-06,19,468,12,13,689,14
2,2016-12-02,6,288,9,13,689,14
1,2016-12-02,7,87,6,10,277,9
1,2018-04-06,6,107,7,10,277,9
2,2016-12-02,10,120,7,10,186,7
1,2018-04-06,22,419,12,22,783,15
2,2016-12-02,11,279,9,22,783,15
2,2016-12-02,8,63,5,7,152,7
1,2018-04-06,13,1255,15,11,2135,20
1,2018-04-06,25,211,9,25,400,10
2,2018-04-06,10,178,8,25,400,10
1,2016-12-02,17,47,4,19,238,7
1,2017-12-05,16,54,4,19,238,7
1,2016-12-02,17,276,9,16,586,12
1,2017-12-05,21,641,14,17,1044,18
1,2016-12-02,17,91,5,19,566,12
1,2016-12-02,15,89,6,10,291,10
1,2017-12-05,13,77,5,10,291,10
1,2017-12-05,20,224,7,19,389,9
1,2016-12-02,6,3330,16,3,3651,13
1,2017-12-05,8,1915,18,3,3651,13
2,2016-12-02,12,34,4,11,216,9
1,2016-12-02,12,77,5,15,649,9
1,2016-12-02,39,299,8,38,630,14
1,2018-04-06,20,118,7,16,414,10
1,2016-12-02,16,274,9,11,848,16
1,2016-12-02,15,161,7,18,610,13
1,2017-12-05,17,205,8,18,610,13
1,2017-12-05,16,809,14,19,1509,19
2,2017-04-03,12,382,11,19,1509,19
1,2016-12-02,15,378,10,14,762,16
1,2016-12-02,14,114,6,18,343,9
1,2018-04-06,18,162,8,18,343,9
1,2016-12-02,20,136,7,17,519,13
2,2016-12-02,16,136,7,17,519,13
1,2016-12-02,17,386,10,23,673,14
1,2016-12-02,17,500,10,12,1001,17
1,2016-12-02,20,306,9,26,719,14
2,2018-04-06,5,80,5,4,173,7
1,2016-12-02,13,114,7,16,266,9
1,2018-04-06,16,395,11,12,1093,17
1,2016-12-02,20,199,8,22,470,11
1,2018-04-06,23,323,10,22,470,11
1,2016-12-02,20,157,7,23,586,14
2,2016-12-02,10,93,6,10,174,8
1,2018-04-06,11,87,6,10,345,11
1,2017-04-03,11,351,11,24,825,16
1,2016-12-02,10,148,8,9,354,13
1,2018-04-06,11,180,8,9,354,13
2,2016-12-02,4,127,8,9,354,13
1,2016-12-02,22,427,11,15,929,16
1,2016-12-02,14,142,7,10,219,8
1,2017-12-05,13,180,8,10,219,8
2,2016-12-02,16,356,10,11,175,7
1,2016-12-02,29,858,15,36,2532,24
1,2016-12-02,15,174,8,18,709,14
1,2017-04-03,22,981,15,18,1509,17
1,2017-12-05,10,618,11,11,1152,16
1,2017-12-05,23,255,9,19,1129,19
1,2017-12-05,19,514,12,23,1173,18
2,2016-12-02,11,234,9,12,311,11
2,2016-12-02,12,220,9,11,239,9
1,2016-12-02,34,183,8,31,637,13
1,2018-04-06,32,274,9,31,637,13
1,2016-12-02,21,259,9,7,170,7
1,2016-12-02,19,471,13,17,709,16
1,2016-12-02,0,2,2,0,1,1
1,2017-12-05,65,1435,20,61,2001,24
2,2016-12-02,26,387,11,16,641,13
2,2016-12-02,19,121,9,11,175,9
2,2017-12-05,40,897,15,28,765,12
2,2017-04-03,23,107,9,16,155,10
2,2018-04-06,14,780,14,6,602,8
2,2018-04-06,0,0,0,0,0,0
2,2018-04-06,14,128,7,8,86,6
