level	session	dois
2	2	10.1002/cpe.4370, 10.1016/j.simpat.2018.02.005, 10.1109/DISTRA.2018.8600922, 10.1109/DISTRA.2018.8600924, 10.1145/3211933.3211950, 10.1016/j.jpdc.2016.08.004, 10.1016/j.simpat.2016.10.001, 10.1016/j.simpat.2016.10.008, 10.1109/DISTRA.2017.8167660, 10.1109/DISTRA.2017.8167672, 10.1109/HPCS.2017.13, 10.1109/DS-RT.2016.11, 10.1109/HPCSim.2016.7568309, 10.1109/ISCC.2016.7543827, 10.1109/ISCC.2016.7543862, 10.1016/j.simpat.2015.09.006, 10.1016/j.simpat.2014.06.007, 10.1109/DS-RT.2013.23, 10.1109/Mobilware.2013.16, 10.1145/2381876.2381880, 10.1145/2364474.2364487, 10.4108/icst.simutools.2012.247736, 10.4108/icst.simutools.2012.247720, 10.1109/HPCSim.2011.5999802, 10.1109/HPCSim.2011.5999879, 10.1109/IWCMC.2011.5982863, 10.4108/icst.simutools.2011.245538, 10.4108/icst.simutools.2011.245539, 10.1109/ISCC.2010.5546779, 10.1145/1774088.1774259, 10.4108/ICST.SIMUTOOLS2010.8655, 10.1504/IJSPM.2009.028625, 10.4108/ICST.SIMUTOOLS2009.5672, 10.4108/ICST.VALUETOOLS2009.7633, 10.1016/j.comnet.2007.09.015, 10.1155/2008/642314, 10.1109/PADS.2008.30, 10.1109/DS-RT.2007.28, 10.1109/DS-RT.2006.18, 10.1007/11942634_89, 10.1145/1164717.1164727, 10.1109/FIRB-PERF.2005.17, 10.1007/11557654_74, 10.1109/PADS.2005.6, 10.1109/DS-RT.2004.3, 10.1007/978-3-540-30182-0_63, 10.1145/1023663.1023676, 10.1007/978-3-540-39867-7_76, 10.1109/PADS.2003.1207419
2	2	10.1561/0600000083, 10.2312/sre.20181176, 10.1016/j.cag.2017.08.011, 10.1111/cgf.12781, 10.1109/ICDAR.2017.117, 10.2312/gch.20171293, 10.2312/gch.20171308, 10.1016/j.gmod.2016.09.002, 10.1109/TVCG.2015.2505287, 10.1007/978-3-319-40651-0_13, 10.2312/stag.20161369, 10.2312/gch.20161376, 10.1016/j.cag.2015.07.001, 10.1145/2686873, 10.1145/2739049, 10.1145/2775292.2775308, 10.1145/2635671, 10.2312/gch.20141301, 10.2312/gch.20141306, 10.1007/978-3-662-44630-0_2, 10.1111/cgf.12249, 10.1007/s11263-012-0552-5, 10.1109/3DV.2013.49, 10.1109/DigitalHeritage.2013.6743711, 10.1109/DigitalHeritage.2013.6743751, 10.1109/DigitalHeritage.2013.6743804, 10.1007/978-3-642-41181-6_49, 10.1145/2466533.2466548, 10.1111/j.1467-8659.2012.03145.x, 10.4304/jmm.7.2.132-144, 10.1109/TVCG.2011.75, 10.2312/conf/EG2012/education/025-032, 10.1109/MC.2011.196, 10.1007/s11263-010-0382-2, 10.1145/1957825.1957827, 10.2312/EG2011/areas/057-062, 10.1007/978-3-642-27978-2_2, 10.2312/VAST/VAST11/033-040, 10.2312/PE/VAST/VAST11S/025-028, 10.2312/454, 10.2312/1006, 10.1145/1709091.1709092, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2010/081-088, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2010/089-094, 10.2312/egsh.20101057, 10.1145/1873951.1874342, 10.2312/VAST/VAST10/055-062, 10.2312/PE/VMV/VMV10/107-114, 10.1111/j.1467-8659.2009.01552.x, 10.1007/978-3-642-01811-4_20, 10.2312/VAST/VAST09/077-084, 10.2312/VAST/VAST09/085-092, 10.1111/j.1467-8659.2008.01316.x, 10.1111/j.1467-8659.2008.01194.x, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/007-013, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/129-136, 10.2312/egch.20071007, 10.2312/EGWR/EGSR07/111-120, 10.2312/VAST/VAST07/117-124, 10.2312/VAST/VAST06/179-186, 10.1007/s00371-005-0309-z
2	5	10.1561/0600000083, 10.2312/sre.20181176, 10.1016/j.cag.2017.08.011, 10.1111/cgf.12781, 10.1109/ICDAR.2017.117, 10.2312/gch.20171293, 10.2312/gch.20171308, 10.1016/j.gmod.2016.09.002, 10.1109/TVCG.2015.2505287, 10.1007/978-3-319-40651-0_13, 10.2312/stag.20161369, 10.2312/gch.20161376, 10.1016/j.cag.2015.07.001, 10.1145/2686873, 10.1145/2739049, 10.1145/2775292.2775308, 10.1145/2635671, 10.2312/gch.20141301, 10.2312/gch.20141306, 10.1007/978-3-662-44630-0_2, 10.1111/cgf.12249, 10.1007/s11263-012-0552-5, 10.1109/3DV.2013.49, 10.1109/DigitalHeritage.2013.6743711, 10.1109/DigitalHeritage.2013.6743751, 10.1109/DigitalHeritage.2013.6743804, 10.1007/978-3-642-41181-6_49, 10.1145/2466533.2466548, 10.1111/j.1467-8659.2012.03145.x, 10.4304/jmm.7.2.132-144, 10.1109/TVCG.2011.75, 10.2312/conf/EG2012/education/025-032, 10.1109/MC.2011.196, 10.1007/s11263-010-0382-2, 10.1145/1957825.1957827, 10.2312/EG2011/areas/057-062, 10.1007/978-3-642-27978-2_2, 10.2312/VAST/VAST11/033-040, 10.2312/PE/VAST/VAST11S/025-028, 10.2312/454, 10.2312/1006, 10.1145/1709091.1709092, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2010/081-088, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2010/089-094, 10.2312/egsh.20101057, 10.1145/1873951.1874342, 10.2312/VAST/VAST10/055-062, 10.2312/PE/VMV/VMV10/107-114, 10.1111/j.1467-8659.2009.01552.x, 10.1007/978-3-642-01811-4_20, 10.2312/VAST/VAST09/077-084, 10.2312/VAST/VAST09/085-092, 10.1111/j.1467-8659.2008.01316.x, 10.1111/j.1467-8659.2008.01194.x, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/007-013, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/129-136, 10.2312/egch.20071007, 10.2312/EGWR/EGSR07/111-120, 10.2312/VAST/VAST07/117-124, 10.2312/VAST/VAST06/179-186, 10.1007/s00371-005-0309-z
1	1	10.1007/978-3-030-05411-3_5, 10.1109/SMARTCOMP.2018.00096, 10.1016/j.procs.2017.05.451, 10.1109/BigData.2017.8258057, 10.1007/978-3-319-72150-7_6, 10.1016/j.future.2015.03.007, 10.1109/SMARTCOMP.2016.7501672, 10.1016/j.scico.2014.03.007, 10.1109/BigDataCongress.2015.17, 10.1016/j.jpdc.2014.06.006, 10.1007/s11036-014-0494-y, 10.1109/PDP.2014.93, 10.1109/PDP.2013.10, 10.1145/2480362.2480715, 10.1109/SMC.2013.245, 10.1109/UCC.2013.58, 10.1007/978-3-642-36642-0_10, 10.1109/ICWS.2012.30, 10.1007/978-3-642-32524-3_12, 10.1007/978-3-642-31739-2_1, 10.1007/978-3-642-31739-2_2, 10.1007/978-3-642-31739-2_7, 10.1007/978-3-642-31739-2_21, 10.1007/978-3-642-31739-2, 10.1145/1951365.1951390, 10.1007/978-3-642-25535-9_47, 10.1109/SOCA.2011.6166202, 10.1109/UCC.2011.75, 10.1007/978-3-642-21878-1_37, 10.1109/PDP.2010.28, 10.1109/WSE.2010.5623573, 10.1109/JSYST.2008.2011299, 10.1016/j.sysarc.2008.01.009, 10.1142/S0129626408003430, 10.1007/978-0-387-09457-1_9, 10.1109/IPDPS.2008.4536336, 10.1109/E-SCIENCE.2007.9, 10.1007/978-3-540-93851-4_12, 10.1109/ICWS.2007.89, 10.1109/IPDPS.2007.370418, 10.1109/IPDPS.2007.370419, 10.1109/PDP.2007.15, 10.1145/1244002.1244314, 10.1109/SOCA.2007.44, 10.1109/SOCA.2007.30, 10.1109/MITP.2006.55, 10.1109/TII.2006.877266, 10.1007/978-3-540-72337-0_8, 10.1145/1134285.1134413, 10.1109/IPDPS.2006.1639394, 10.1109/IPDPS.2006.1639510, 10.1109/MIC.2005.99, 10.1109/EEE.2005.145, 10.1109/IPDPS.2005.186, 10.1109/ITCC.2005.192, 10.1109/MOBIQUITOUS.2005.50, 10.1145/1062745.1062921, 10.1016/j.infsof.2004.04.005, 10.1109/TIE.2004.837862, 10.1109/IPDPS.2004.1303145, 10.1109/ITCC.2004.1286593, 10.1109/WCRE.2004.38, 10.1109/CLUSTR.2003.1253311, 10.1109/ICME.2003.1221702, 10.1109/IPDPS.2003.1213257, 10.1016/S0167-8191(02)00184-9, 10.1109/IPDPS.2002.1016504, 10.1007/3-540-45591-4_73
1	5	10.1016/j.ijhcs.2018.07.008, 10.1016/j.ijhcs.2018.09.001, 10.1016/j.cag.2018.02.009, 10.1145/3179429, 10.1145/3229095, 10.1145/3125571.3125598, 10.2312/stag.20171221, 10.2312/stag.20171229, 10.1007/978-3-319-68560-1_8, 10.1016/j.cag.2016.08.002, 10.3390/fi8020010, 10.1016/j.ijhcs.2015.10.008, 10.1145/2912124, 10.2312/3dor.20161079, 10.1145/2909132.2909287, 10.1145/2933242.2935876, 10.1145/2933242.2948129, 10.1007/978-3-319-44902-9_16, 10.1145/2702613.2725452, 10.1145/2808435.2808453, 10.1145/2808435.2814578, 10.2312/stag.20151294, 10.1007/978-3-319-20804-6_3, 10.1007/978-3-319-20684-4_36, 10.1007/978-3-319-18425-8_17, 10.1145/2607023.2610283, 10.1145/2607023.2610282, 10.1145/2607023.2611452, 10.1007/978-3-319-07509-9_57, 10.1109/ICIP.2014.7025391, 10.1007/978-3-319-27478-2_21, 10.1016/j.ecoinf.2012.04.002, 10.1145/2499149.2499161, 10.1007/978-3-642-40276-0_11, 10.1007/978-3-642-40276-0_17, 10.1080/0144929X.2011.563795, 10.1007/978-3-642-34898-3_3, 10.1007/978-3-642-34898-3_39, 10.1007/978-3-642-34347-6_3, 10.1007/978-3-642-34347-6_21, 10.1016/j.jss.2011.05.025, 10.1145/1996461.1996548, 10.1007/978-3-642-23768-3_94, 10.1007/978-3-642-21530-8_5, 10.1007/978-3-642-14562-9_3, 10.1145/1842993.1843086, 10.1145/1822018.1822053, 10.1016/j.intcom.2009.06.001, 10.1145/1614390.1614394, 10.1145/1570433.1570451, 10.1007/978-3-642-03655-2_98, 10.1007/978-3-642-00427-8_15, 10.1007/978-1-84882-206-1_6, 10.1007/978-3-540-70569-7_18
2	1	10.1016/j.ijhcs.2018.07.008, 10.1016/j.ijhcs.2018.09.001, 10.1016/j.cag.2018.02.009, 10.1145/3179429, 10.1145/3229095, 10.1145/3125571.3125598, 10.2312/stag.20171221, 10.2312/stag.20171229, 10.1007/978-3-319-68560-1_8, 10.1016/j.cag.2016.08.002, 10.3390/fi8020010, 10.1016/j.ijhcs.2015.10.008, 10.1145/2912124, 10.2312/3dor.20161079, 10.1145/2909132.2909287, 10.1145/2933242.2935876, 10.1145/2933242.2948129, 10.1007/978-3-319-44902-9_16, 10.1145/2702613.2725452, 10.1145/2808435.2808453, 10.1145/2808435.2814578, 10.2312/stag.20151294, 10.1007/978-3-319-20804-6_3, 10.1007/978-3-319-20684-4_36, 10.1007/978-3-319-18425-8_17, 10.1145/2607023.2610283, 10.1145/2607023.2610282, 10.1145/2607023.2611452, 10.1007/978-3-319-07509-9_57, 10.1109/ICIP.2014.7025391, 10.1007/978-3-319-27478-2_21, 10.1016/j.ecoinf.2012.04.002, 10.1145/2499149.2499161, 10.1007/978-3-642-40276-0_11, 10.1007/978-3-642-40276-0_17, 10.1080/0144929X.2011.563795, 10.1007/978-3-642-34898-3_3, 10.1007/978-3-642-34898-3_39, 10.1007/978-3-642-34347-6_3, 10.1007/978-3-642-34347-6_21, 10.1016/j.jss.2011.05.025, 10.1145/1996461.1996548, 10.1007/978-3-642-23768-3_94, 10.1007/978-3-642-21530-8_5, 10.1007/978-3-642-14562-9_3, 10.1145/1842993.1843086, 10.1145/1822018.1822053, 10.1016/j.intcom.2009.06.001, 10.1145/1614390.1614394, 10.1145/1570433.1570451, 10.1007/978-3-642-03655-2_98, 10.1007/978-3-642-00427-8_15, 10.1007/978-1-84882-206-1_6, 10.1007/978-3-540-70569-7_18
2	5	10.1007/978-3-319-23222-5_31, 10.1007/978-3-319-23222-5_34, 10.3233/ICA-130426, 10.5220/0004593202100216, 10.1109/TSMCA.2012.2210208, 10.1109/CompEng.2012.6242949, 10.1109/ISGTEurope.2012.6465875, 10.3233/ICA-2009-0306
1	1	10.1093/comjnl/bxx123, 10.1016/j.jda.2018.08.002, 10.1002/spe.2433, 10.1007/978-3-319-41168-2_6, 10.1007/978-3-319-41168-2_16, 10.1007/978-3-319-38827-4_12, 10.1007/978-3-319-44618-9_18, 10.1007/978-3-319-16480-9_36, 10.1016/j.dam.2013.05.016, 10.1016/j.jda.2013.03.005, 10.1016/j.jda.2014.07.003, 10.1016/j.jda.2014.07.006, 10.1007/978-3-319-08389-6_15, 10.1145/2431211.2431212, 10.1016/j.tcs.2012.06.009, 10.1137/1.9781611972931.10, 10.1016/j.ic.2011.03.006, 10.1142/S0129054112400151, 10.1142/S0129054112400163, 10.1016/j.jda.2011.02.001, 10.1109/BIBE.2012.6399669, 10.1007/978-3-642-34109-0_23, 10.1007/978-3-642-30850-5_16, 10.1007/978-3-642-31606-7_13, 10.1016/j.ipl.2011.02.015, 10.1007/978-3-642-21458-5_31, 10.1007/978-3-642-13509-5_26, 10.1007/978-3-642-13122-6_18, 10.1007/978-3-642-11266-9_31, 10.1142/S0129054109006991, 10.1142/S0129054109007054, 10.1007/978-3-642-02441-2_10, 10.1007/978-3-642-10217-2_24, 10.1007/978-3-540-95891-8_25, 10.1142/S0129054108005565, 10.3233/978-1-58603-975-2-175, 10.1142/S0129054106004388, 10.25596/jalc-2005-589, 10.1007/11427186_37, 10.1016/j.endm.2004.03.019, 10.1007/3-540-44867-5_4
1	5	10.1093/comjnl/bxx123, 10.1016/j.jda.2018.08.002, 10.1002/spe.2433, 10.1007/978-3-319-41168-2_6, 10.1007/978-3-319-41168-2_16, 10.1007/978-3-319-38827-4_12, 10.1007/978-3-319-44618-9_18, 10.1007/978-3-319-16480-9_36, 10.1016/j.dam.2013.05.016, 10.1016/j.jda.2013.03.005, 10.1016/j.jda.2014.07.003, 10.1016/j.jda.2014.07.006, 10.1007/978-3-319-08389-6_15, 10.1145/2431211.2431212, 10.1016/j.tcs.2012.06.009, 10.1137/1.9781611972931.10, 10.1016/j.ic.2011.03.006, 10.1142/S0129054112400151, 10.1142/S0129054112400163, 10.1016/j.jda.2011.02.001, 10.1109/BIBE.2012.6399669, 10.1007/978-3-642-34109-0_23, 10.1007/978-3-642-30850-5_16, 10.1007/978-3-642-31606-7_13, 10.1016/j.ipl.2011.02.015, 10.1007/978-3-642-21458-5_31, 10.1007/978-3-642-13509-5_26, 10.1007/978-3-642-13122-6_18, 10.1007/978-3-642-11266-9_31, 10.1142/S0129054109006991, 10.1142/S0129054109007054, 10.1007/978-3-642-02441-2_10, 10.1007/978-3-642-10217-2_24, 10.1007/978-3-540-95891-8_25, 10.1142/S0129054108005565, 10.3233/978-1-58603-975-2-175, 10.1142/S0129054106004388, 10.25596/jalc-2005-589, 10.1007/11427186_37, 10.1016/j.endm.2004.03.019, 10.1007/3-540-44867-5_4
2	1	10.1007/s10606-017-9303-z, 10.1108/DTA-03-2017-0019, 10.1016/j.chb.2017.01.032, 10.1016/j.ijar.2016.11.013, 10.1504/IJWBC.2017.10001595, 10.1145/2909132.2927474, 10.1007/978-3-319-33464-6_4, 10.1145/2818048.2819971, 10.5220/0006095402890298, 10.1007/978-3-319-40216-1_35, 10.5220/0005592601590167, 10.5220/0005662704440451, 10.1007/s13740-013-0019-z, 10.5220/0005086100640075, 10.5220/0005154803670374, 10.1007/978-3-319-25840-9_35, 10.3233/KES-130262, 10.1016/j.robot.2013.04.005, 10.1109/IROS.2013.6696603, 10.1007/978-3-642-32524-3_13, 10.3233/978-1-61499-105-2-376, 10.1145/2245276.2245352, 10.1145/2245276.2245412, 10.1109/WI-IAT.2011.65, 10.1007/978-3-642-23713-3_14, 10.1007/978-3-642-22913-8_15, 10.1109/TKDE.2009.154
1	1	10.1016/j.cag.2018.05.009, 10.1049/iet-cvi.2018.5195, 10.1109/CBMS.2018.00021, 10.1109/ICIP.2018.8451777, 10.1109/ICIP.2018.8451221, 10.1145/3230519.3230593, 10.1117/1.JEI.26.1.011001, 10.1117/1.JEI.26.1.011015, 10.1117/1.JEI.26.1.011025, 10.2312/stag.20171228, 10.1007/978-3-319-68560-1_5, 10.1007/978-3-319-68548-9_37, 10.1007/978-3-319-70742-6_46, 10.1007/978-3-319-68548-9_47, 10.1007/978-3-319-68548-9_60, 10.2312/2631683, 10.1007/978-3-319-68560-1, 10.1007/978-3-319-68548-9, 10.1016/j.compbiomed.2016.07.006, 10.1007/s11042-014-2068-1, 10.1007/978-3-319-48680-2_13, 10.2312/stag.20161372, 10.2312/stag.20161373, 10.2312/2630930, 10.1145/2700422, 10.1007/978-3-319-25903-1_64, 10.1007/978-3-319-23117-4_52, 10.2312/stag.20151296, 10.1109/EUSIPCO.2015.7362908, 10.1007/978-3-319-23222-5_46, 10.1007/978-3-319-16199-0_41, 10.2312/stag.20141239, 10.1155/2013/430905, 10.1007/978-3-319-03524-6_44, 10.1117/12.2007280, 10.1007/978-3-642-41190-8_24, 10.4304/jmm.7.2.211-216, 10.1007/978-3-642-24085-0_35, 10.1007/978-3-642-27978-2_11, 10.1007/978-3-642-03265-3_7, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/001-005, 10.1109/TIP.2007.909415, 10.1109/ICIP.2007.4379506, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2006/137-142, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2006/241-246, 10.2312/910, 10.1117/1.2134696, 10.1109/TIP.2004.836183, 10.1109/ICIAP.2003.1234111, 10.1016/S0262-8856(02)00089-6
1	4	10.1016/j.cag.2018.05.009, 10.1049/iet-cvi.2018.5195, 10.1109/CBMS.2018.00021, 10.1109/ICIP.2018.8451777, 10.1109/ICIP.2018.8451221, 10.1145/3230519.3230593, 10.1117/1.JEI.26.1.011001, 10.1117/1.JEI.26.1.011015, 10.1117/1.JEI.26.1.011025, 10.2312/stag.20171228, 10.1007/978-3-319-68560-1_5, 10.1007/978-3-319-68548-9_37, 10.1007/978-3-319-70742-6_46, 10.1007/978-3-319-68548-9_47, 10.1007/978-3-319-68548-9_60, 10.2312/2631683, 10.1007/978-3-319-68560-1, 10.1007/978-3-319-68548-9, 10.1016/j.compbiomed.2016.07.006, 10.1007/s11042-014-2068-1, 10.1007/978-3-319-48680-2_13, 10.2312/stag.20161372, 10.2312/stag.20161373, 10.2312/2630930, 10.1145/2700422, 10.1007/978-3-319-25903-1_64, 10.1007/978-3-319-23117-4_52, 10.2312/stag.20151296, 10.1109/EUSIPCO.2015.7362908, 10.1007/978-3-319-23222-5_46, 10.1007/978-3-319-16199-0_41, 10.2312/stag.20141239, 10.1155/2013/430905, 10.1007/978-3-319-03524-6_44, 10.1117/12.2007280, 10.1007/978-3-642-41190-8_24, 10.4304/jmm.7.2.211-216, 10.1007/978-3-642-24085-0_35, 10.1007/978-3-642-27978-2_11, 10.1007/978-3-642-03265-3_7, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/001-005, 10.1109/TIP.2007.909415, 10.1109/ICIP.2007.4379506, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2006/137-142, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2006/241-246, 10.2312/910, 10.1117/1.2134696, 10.1109/TIP.2004.836183, 10.1109/ICIAP.2003.1234111, 10.1016/S0262-8856(02)00089-6
1	1	10.1007/978-3-030-01689-0_13, 10.1007/978-3-030-01689-0_14, 10.4230/LIPIcs.MFCS.2018.64, 10.1007/978-3-319-99828-2_1, 10.1016/j.future.2015.11.026, 10.1016/j.tcs.2016.08.003, 10.1007/978-3-319-49175-2_5, 10.1007/978-3-319-47238-6_2, 10.1016/j.tcs.2015.02.042, 10.1016/j.jss.2014.03.079, 10.1007/s10207-012-0186-1, 10.1007/978-3-319-04268-8_2, 10.1007/978-3-319-04268-8_3, 10.1109/PST.2013.6596031, 10.1007/978-3-642-31410-0_23, 10.1109/TDSC.2010.75, 10.1007/978-3-642-21554-4_21, 10.1007/978-3-642-21040-2_5, 10.1016/j.tcs.2009.09.028, 10.1007/978-3-642-05434-1_9, 10.1007/978-3-642-03816-7_22, 10.1007/978-3-540-68164-9_3, 10.1007/s00145-007-0327-2, 10.1007/978-3-642-10230-1_4, 10.1016/j.dam.2005.03.026, 10.1109/TDSC.2006.53, 10.1109/TIT.2006.885514, 10.1007/s00145-005-0407-0, 10.1109/TCSI.2005.851701, 10.1023/B:DESI.0000029210.20690.3f, 10.1016/S0164-1212(03)00004-9, 10.1016/j.tcs.2004.02.030, 10.1007/978-3-540-27836-8_22, 10.1016/S0166-218X(02)00435-3, 10.1007/3-540-36563-X_18, 10.1007/978-3-540-45208-9_25, 10.1109/ISCC.2003.1214216, 10.1007/3-540-36178-2_22, 10.1007/978-3-540-24631-2_2, 10.1007/3-540-45831-X_3, 10.1007/3-540-36492-7_19, 10.1016/S1571-0653(04)00156-8, 10.1007/s102070100005, 10.1007/3-540-45446-2_23, 10.1007/3-540-45439-X_1, 10.1007/3-540-45439-X_5, 10.1007/3-540-45537-X_7, 10.1093/comjnl/42.1.51
1	5	10.1007/978-3-030-01689-0_13, 10.1007/978-3-030-01689-0_14, 10.4230/LIPIcs.MFCS.2018.64, 10.1007/978-3-319-99828-2_1, 10.1016/j.future.2015.11.026, 10.1016/j.tcs.2016.08.003, 10.1007/978-3-319-49175-2_5, 10.1007/978-3-319-47238-6_2, 10.1016/j.tcs.2015.02.042, 10.1016/j.jss.2014.03.079, 10.1007/s10207-012-0186-1, 10.1007/978-3-319-04268-8_2, 10.1007/978-3-319-04268-8_3, 10.1109/PST.2013.6596031, 10.1007/978-3-642-31410-0_23, 10.1109/TDSC.2010.75, 10.1007/978-3-642-21554-4_21, 10.1007/978-3-642-21040-2_5, 10.1016/j.tcs.2009.09.028, 10.1007/978-3-642-05434-1_9, 10.1007/978-3-642-03816-7_22, 10.1007/978-3-540-68164-9_3, 10.1007/s00145-007-0327-2, 10.1007/978-3-642-10230-1_4, 10.1016/j.dam.2005.03.026, 10.1109/TDSC.2006.53, 10.1109/TIT.2006.885514, 10.1007/s00145-005-0407-0, 10.1109/TCSI.2005.851701, 10.1023/B:DESI.0000029210.20690.3f, 10.1016/S0164-1212(03)00004-9, 10.1016/j.tcs.2004.02.030, 10.1007/978-3-540-27836-8_22, 10.1016/S0166-218X(02)00435-3, 10.1007/3-540-36563-X_18, 10.1007/978-3-540-45208-9_25, 10.1109/ISCC.2003.1214216, 10.1007/3-540-36178-2_22, 10.1007/978-3-540-24631-2_2, 10.1007/3-540-45831-X_3, 10.1007/3-540-36492-7_19, 10.1016/S1571-0653(04)00156-8, 10.1007/s102070100005, 10.1007/3-540-45446-2_23, 10.1007/3-540-45439-X_1, 10.1007/3-540-45439-X_5, 10.1007/3-540-45537-X_7, 10.1093/comjnl/42.1.51
1	4	10.1007/s13740-018-0090-6, 10.1007/978-3-030-02610-3_13, 10.1007/978-3-030-00668-6_5, 10.1007/978-3-319-61893-7_4, 10.1016/j.future.2016.07.005, 10.1016/j.future.2015.04.014, 10.1109/CTS.2016.0035, 10.1007/978-3-319-48472-3_13, 10.1007/s11192-015-1554-1, 10.1007/978-3-662-46562-2_3, 10.1007/978-3-319-25264-3_31, 10.1109/WETICE.2015.34, 10.1007/978-3-642-54426-2_5, 10.5441/002/edbt.2014.60, 10.1016/j.websem.2013.05.004, 10.1016/j.websem.2013.11.001, 10.1145/2457317.2457330, 10.1145/2536146.2536171, 10.1016/j.is.2011.10.003, 10.1007/s11192-012-0810-x, 10.1007/978-3-642-31095-9_32, 10.1145/2320765.2320810, 10.1007/978-3-642-34213-4_11, 10.4018/jswis.2011070103, 10.1007/s10844-010-0125-4, 10.1007/978-3-642-21064-8_8, 10.1007/978-3-642-20795-2_7, 10.4018/joci.2010100103, 10.1007/s11280-009-0080-6, 10.1007/978-3-642-13094-6_16, 10.1093/logcom/exn049, 10.1109/DEXA.2009.18, 10.1109/DEXA.2009.40, 10.1145/1643823.1643842, 10.1109/DEXA.2008.31, 10.1007/978-3-540-87877-3_37, 10.1007/978-3-540-68234-9_15, 10.1016/j.cmpb.2007.04.005, 10.1109/DEXA.2007.39, 10.1007/978-3-540-76876-0_4, 10.1007/978-3-540-76888-3_70, 10.1504/IJMSO.2006.012949, 10.1007/11617808_2, 10.1145/1152149.1152151, 10.1007/11837862_32, 10.1007/11551898_9, 10.1109/DEXA.2004.1333463, 10.1109/DEXA.2004.1333529, 10.1007/978-3-540-30145-5_13, 10.1109/ITCC.2004.1286480, 10.1109/DEXA.2003.1232087, 10.1109/DEXA.2002.1045884, 10.1007/3-540-46105-1_19
1	1	10.3233/JCS-16891, 10.1109/PDP2018.2018.00089, 10.1007/978-3-319-99229-7_29, 10.1016/j.cose.2016.12.005, 10.1007/978-3-319-62105-0_15, 10.1007/978-3-319-62033-6_1, 10.1007/978-3-319-62033-6_2, 10.1007/s10207-015-0280-2, 10.3233/JCS-150536, 10.1007/978-3-319-18467-8_33, 10.1007/978-3-319-26096-9_25, 10.1007/s00165-012-0246-3, 10.1007/978-3-319-09912-5_39, 10.1109/COMPSACW.2014.69, 10.1109/PST.2014.6890949, 10.1016/j.csi.2012.06.007, 10.1109/CRiSIS.2013.6766348, 10.1007/978-3-642-36563-8_7, 10.1007/978-3-642-38323-6_23, 10.1109/PST.2013.6596067, 10.1109/ICDIM.2012.6360140, 10.1007/978-3-642-30436-1_23, 10.1109/STAST.2012.4, 10.1016/j.cose.2011.08.005, 10.1007/s10817-010-9185-y, 10.1109/ISIAS.2011.6122843, 10.1109/TrustCom.2011.118, 10.1007/s10207-009-0097-y, 10.1007/978-3-662-45921-8_24, 10.3233/JCS-2009-0346, 10.1007/978-3-642-03845-7_7, 10.1007/978-3-642-03459-6_3, 10.1007/978-3-642-36213-2_7, 10.3217/jucs-014-12-2083, 10.1109/IAS.2008.23, 10.1109/IAS.2008.24, 10.1145/1363686.1364192, 10.1007/978-3-642-22137-8_3, 10.1007/978-3-540-68136-6, 10.1016/j.entcs.2006.12.006, 10.1016/j.entcs.2005.07.011, 10.1016/j.entcs.2004.11.046, 10.1007/s10817-005-9018-6, 10.1145/1151414.1151416, 10.1145/1141277.1141355, 10.1016/j.cose.2004.10.004, 10.1007/s10207-004-0047-7, 10.1145/1066677.1066751, 10.1002/cpe.803, 10.1017/S1471068404002121, 10.1145/967900.967982, 10.1109/JSAC.2002.806133, 10.1145/952532.952590, 10.1145/952532.952596, 10.1007/11542322_2, 10.1007/11542322_3, 10.1007/11542322_23, 10.1007/11542322_39, 10.1007/10930755_23, 10.1145/586110.586113, 10.1145/508791.508833, 10.1145/508791.508842, 10.1007/978-3-540-39871-4_10, 10.1007/978-3-540-39871-4_11, 10.1007/3-540-45418-7_3, 10.1007/3-540-45241-9_8, 10.1007/3-540-45807-7_19, 10.1007/3-540-44755-5_8, 10.1007/10722599_10, 10.1007/3-540-44810-1_11, 10.1007/3-540-44810-1_13, 10.1007/3-540-44810-1_14, 10.1007/10720107_12, 10.1007/BFb0028763, 10.1007/BFb0055875, 10.3217/jucs-003-12-1337
